226.102 240 220.893 210 216.587 229.107 240 259.107 240 210 199.107 193.898 203.413 210 220.893 231.052 240 250.893 253.898 280.893 270 240 180 180 180 180 190.893 199.107 205.285 214.715 223.898 232.411 240 248.948 259.107 263.413 270 300 300 300 0 120 150 160.893 166.102 169.107 180 188.948 196.102 201.787 210 218.213 226.102 233.413 240 247.589 256.102 265.285 270 276.587 286.102 
240 253.898 240 226.102 229.107 240 250.893 270 259.107 240 220.893 210 216.587 220.893 231.052 240 248.948 259.107 263.413 286.102 280.893 270 240 210 199.107 193.898 203.413 210 214.715 223.898 232.411 240 247.589 256.102 265.285 270 276.587 300 300 300 300 0 180 180 180 180 190.893 199.107 205.285 210 218.213 226.102 233.413 240 246.587 253.898 261.787 270 274.715 280.893 289.107 
253.898 270 259.107 240 240 250.893 263.413 286.102 280.893 270 240 220.893 226.102 229.107 240 248.948 259.107 270 276.587 300 300 300 300 240 210 199.107 210 216.587 220.893 231.052 240 247.589 256.102 265.285 274.715 280.893 289.107 310.893 313.898 319.107 330 0 0 180 180 180 193.898 203.413 210 214.715 223.898 232.411 240 246.587 253.898 261.787 270 278.213 283.898 291.052 300 
270 286.102 280.893 259.107 253.898 263.413 276.587 300 300 300 270 240 240 240 250.893 259.107 270 280.893 289.107 310.893 313.898 319.107 330 300 240 210 220.893 226.102 229.107 240 248.948 256.102 265.285 274.715 283.898 291.052 300 319.107 323.413 330 340.893 0 0 0 180 180 199.107 210 216.587 220.893 231.052 240 247.589 253.898 261.787 270 278.213 286.102 292.411 300 308.948 
286.102 300 300 280.893 270 276.587 289.107 310.893 313.898 319.107 300 270 259.107 253.898 263.413 270 280.893 291.052 300 319.107 323.413 330 340.893 330 300 240 240 240 240 250.893 259.107 265.285 274.715 283.898 292.411 300 308.948 325.285 330 336.587 346.102 0 0 0 0 180 210 220.893 226.102 229.107 240 248.948 256.102 261.787 270 278.213 286.102 293.413 300 307.589 316.102 
300 310.893 313.898 300 286.102 289.107 300 319.107 323.413 330 319.107 300 280.893 270 276.587 280.893 291.052 300 308.948 325.285 330 336.587 346.102 340.893 330 300 270 259.107 253.898 263.413 270 274.715 283.898 292.411 300 307.589 316.102 330 334.715 340.893 349.107 0 0 0 0 0 240 240 240 240 250.893 259.107 265.285 270 278.213 286.102 293.413 300 306.587 313.898 321.787 
313.898 323.413 330 319.107 300 300 310.893 330 336.587 346.102 340.893 330 300 280.893 286.102 289.107 300 308.948 319.107 334.715 340.893 349.107 0 0 0 0 300 270 259.107 270 276.587 280.893 291.052 300 307.589 316.102 325.285 338.213 343.898 351.052 0 10.8934 13.8979 19.1066 30 60 0 240 240 240 253.898 263.413 270 274.715 283.898 292.411 300 306.587 313.898 321.787 330 
330 336.587 346.102 340.893 319.107 313.898 323.413 340.893 349.107 0 0 0 330 300 300 300 310.893 319.107 330 343.898 351.052 0 10.8934 13.8979 19.1066 30 0 300 270 280.893 286.102 289.107 300 308.948 316.102 325.285 334.715 346.102 352.411 0 8.94829 19.1066 23.4132 30 40.8934 60 60 0 240 240 259.107 270 276.587 280.893 291.052 300 307.589 313.898 321.787 330 338.213 
346.102 349.107 0 0 340.893 330 336.587 351.052 0 10.8934 13.8979 19.1066 0 330 319.107 313.898 323.413 330 340.893 352.411 0 8.94829 19.1066 23.4132 30 40.8934 30 0 300 300 300 300 310.893 319.107 325.285 334.715 343.898 353.413 0 7.58908 16.1021 25.285 30 36.5868 46.1021 60 60 60 0 240 270 280.893 286.102 289.107 300 308.948 316.102 321.787 330 338.213 346.102 
0 0 10.8934 13.8979 0 346.102 349.107 0 8.94829 19.1066 23.4132 30 19.1066 0 340.893 330 336.587 340.893 351.052 0 7.58908 16.1021 25.285 30 36.5868 46.1021 40.8934 30 0 330 319.107 313.898 323.413 330 334.715 343.898 352.411 0 6.58678 13.8979 21.7868 30 34.715 40.8934 49.1066 60 60 60 60 0 300 300 300 300 310.893 319.107 325.285 330 338.213 346.102 353.413 
13.8979 10.8934 23.4132 30 19.1066 0 0 8.94829 19.1066 30 36.5868 46.1021 40.8934 30 0 340.893 346.102 349.107 0 7.58908 16.1021 25.285 34.715 40.8934 49.1066 60 60 60 60 0 330 319.107 330 336.587 340.893 351.052 0 6.58678 13.8979 21.7868 30 38.2132 43.8979 51.0517 60 70.8934 73.8979 79.1066 90 120 0 300 300 300 313.898 323.413 330 334.715 343.898 352.411 0 
30 23.4132 36.5868 46.1021 40.8934 19.1066 13.8979 19.1066 30 40.8934 49.1066 60 60 60 30 0 0 0 10.8934 16.1021 25.285 34.715 43.8979 51.0517 60 70.8934 73.8979 79.1066 90 60 0 330 340.893 346.102 349.107 0 8.94829 13.8979 21.7868 30 38.2132 46.1021 52.4109 60 68.9483 79.1066 83.4132 90 100.893 120 120 0 300 300 319.107 330 336.587 340.893 351.052 0 7.58908 
46.1021 36.5868 49.1066 60 60 40.8934 30 30 40.8934 51.0517 60 70.8934 73.8979 79.1066 60 30 19.1066 13.8979 23.4132 25.285 34.715 43.8979 52.4109 60 68.9483 79.1066 83.4132 90 100.893 90 60 0 0 0 0 10.8934 19.1066 21.7868 30 38.2132 46.1021 53.4132 60 67.5891 76.1021 85.285 90 96.5868 106.102 120 120 120 0 300 330 340.893 346.102 349.107 0 8.94828 16.1021 
60 49.1066 60 70.8934 73.8979 60 46.1021 40.8934 51.0517 60 68.9483 79.1066 83.4132 90 79.1066 60 40.8934 30 36.5868 34.715 43.8979 52.4109 60 67.5891 76.1021 85.285 90 96.5868 106.102 100.893 90 60 30 19.1066 13.8979 23.4132 30 30 38.2132 46.1021 53.4132 60 66.5868 73.8979 81.7868 90 94.715 100.893 109.107 120 120 120 120 0 0 0 0 0 10.8934 19.1066 25.285 
73.8979 60 70.8934 83.4132 90 79.1066 60 49.1066 60 68.9483 79.1066 90 96.5868 106.102 100.893 90 60 40.8934 46.1021 40.8934 51.0517 60 67.5891 76.1021 85.285 94.715 100.893 109.107 120 120 120 120 60 30 19.1066 30 36.5868 34.715 43.8979 52.4109 60 66.5868 73.8979 81.7868 90 98.2132 103.898 111.052 120 130.893 133.898 139.107 150 180 0 0 0 0 13.8979 23.4132 30 
90 73.8979 83.4132 96.5868 106.102 100.893 79.1066 60 70.8934 79.1066 90 100.893 109.107 120 120 120 90 60 60 49.1066 60 68.9483 76.1021 85.285 94.715 103.898 111.052 120 130.893 133.898 139.107 150 120 60 30 40.8934 46.1021 40.8934 51.0517 60 67.5891 73.8979 81.7868 90 98.2132 106.102 112.411 120 128.948 139.107 143.413 150 160.893 180 180 0 0 0 19.1066 30 36.5868 
106.102 90 96.5868 109.107 120 120 100.893 73.8979 83.4132 90 100.893 111.052 120 130.893 133.898 139.107 120 90 79.1066 60 70.8934 79.1066 85.285 94.715 103.898 112.411 120 128.948 139.107 143.413 150 160.893 150 120 60 60 60 49.1066 60 68.9483 76.1021 81.7868 90 98.2132 106.102 113.413 120 127.589 136.102 145.285 150 156.587 166.102 180 180 180 0 0 30 40.8934 46.1021 
120 106.102 109.107 120 130.893 133.898 120 90 96.5868 100.893 111.052 120 128.948 139.107 143.413 150 139.107 120 100.893 73.8979 83.4132 90 94.715 103.898 112.411 120 127.589 136.102 145.285 150 156.587 166.102 160.893 150 120 90 79.1066 60 70.8934 79.1066 85.285 90 98.2132 106.102 113.413 120 126.587 133.898 141.787 150 154.715 160.893 169.107 180 180 180 180 0 60 60 60 
133.898 120 120 130.893 143.413 150 139.107 100.893 106.102 109.107 120 128.948 139.107 150 156.587 166.102 160.893 150 120 79.1066 90 96.5868 100.893 111.052 120 127.589 136.102 145.285 154.715 160.893 169.107 180 180 180 180 120 90 60 73.8979 83.4132 90 94.715 103.898 112.411 120 126.587 133.898 141.787 150 158.213 163.898 171.052 180 190.893 193.898 199.107 210 240 0 60 60 
150 139.107 133.898 143.413 156.587 166.102 160.893 120 120 120 130.893 139.107 150 160.893 169.107 180 180 180 150 90 100.893 106.102 109.107 120 128.948 136.102 145.285 154.715 163.898 171.052 180 190.893 193.898 199.107 210 180 120 60 79.1066 90 96.5868 100.893 111.052 120 127.589 133.898 141.787 150 158.213 166.102 172.411 180 188.948 199.107 203.413 210 220.893 240 240 0 60 
166.102 160.893 150 156.587 169.107 180 180 150 139.107 133.898 143.413 150 160.893 171.052 180 190.893 193.898 199.107 180 120 120 120 120 130.893 139.107 145.285 154.715 163.898 172.411 180 188.948 199.107 203.413 210 220.893 210 180 60 90 100.893 106.102 109.107 120 128.948 136.102 141.787 150 158.213 166.102 173.413 180 187.589 196.102 205.285 210 216.587 226.102 240 240 240 0 
