0	0
2	0
1	-1.732050808
-1	-1.732050808
-2	0
-1	1.732050808
1	1.732050808
4	0
3	-1.732050808
2	-3.464101615
0	-3.464101615
-2	-3.464101615
-3	-1.732050808
-4	0
-3	1.732050808
-2	3.464101615
0	3.464101615
2	3.464101615
3	1.732050808
6	0
5	-1.732050808
4	-3.464101615
3	-5.196152423
1	-5.196152423
-1	-5.196152423
-3	-5.196152423
-4	-3.464101615
-5	-1.732050808
-6	0
-5	1.732050808
-4	3.464101615
-3	5.196152423
-1	5.196152423
1	5.196152423
3	5.196152423
4	3.464101615
5	1.732050808
8	0
7	-1.732050808
6	-3.464101615
5	-5.196152423
4	-6.928203230
2	-6.928203230
0	-6.928203230
-2	-6.928203230
-4	-6.928203230
-5	-5.196152423
-6	-3.464101615
-7	-1.732050808
-8	0
-7	1.732050808
-6	3.464101615
-5	5.196152423
-4	6.928203230
-2	6.928203230
0	6.928203230
2	6.928203230
4	6.928203230
5	5.196152423
6	3.464101615
7	1.732050808
