time time_width rate rate_err
0.35603374794 7.45590277778e-05 0.512677972569 0.229276559446
0.363643348993 0.00173674189815 0.813423187587 0.0537525172399
0.367543128981 0.00174368055556 1.09322767875 0.0637583329913
0.371413590498 0.00174795717593 1.32907847997 0.0707397097277
0.375248222616 0.00174515046296 1.3642334912 0.0721019804335
0.3791062975 0.00174365162037 1.59887302024 0.0791560096263
0.390623601516 0.00174444444444 1.86090888141 0.0878217199077
0.394457155174 0.00174303240741 1.98992993235 0.0913042471561
0.398311332789 0.0017479224537 2.09885240486 0.0944318340936
0.402150459236 0.00174388888889 2.1184815247 0.0996449889787
0.404900052118 0.000353247685185 2.05464347491 0.211920293351
0.406200025799 0.000356828125 2.11721087641 0.214970194414
0.409846877292 0.000354136574074 2.1291280405 0.217303220678
0.413244816771 0.000352318865741 2.50867524105 0.234958963663
0.418072755231 0.000352188657407 2.18634614863 0.224314381866
0.422418813831 0.000354545717593 2.00525738381 0.21137268759
0.426758893866 0.000412546296296 1.84768841561 0.207881188109
0.430056439028 0.000342006365741 2.3029604938 0.22582385571
0.433203843113 0.000343770833333 2.25011402287 0.222794487117
0.436670431875 0.000351872685185 2.25411332514 0.222104385557
0.440286893877 0.000342298032407 1.95763488935 0.207508883253
0.442018010289 0.000354155671296 2.06896604744 0.212271437587
0.44703254022 0.000344081018519 2.08739416662 0.213043775011
0.449243511134 0.000343921296296 1.95315436937 0.205880547638
0.463674738067 0.00174701967593 1.64400998854 0.0837865073357
0.467542462512 0.00175397569444 1.74759702008 0.0862026038835
0.471475721632 0.00175134837963 1.76550999121 0.0874057689948
0.47531617294 0.00174962962963 1.71478318001 0.0851032602924
0.479220941817 0.00174935185185 1.74967314475 0.0860957869828
0.483121204005 0.00173197916667 1.78825965682 0.0869481598796
0.487069975556 0.00173343171296 1.76252936652 0.0934138695982
0.491014403113 0.00175695601852 1.64842428678 0.0832579993898
0.494943574097 0.00175686921296 1.77162673443 0.0861394395184
0.498841430451 0.00175412615741 1.77413972873 0.0865691545343
0.502712520069 0.00173320601852 1.75923172938 0.0857397082549
0.506558685671 0.00173550925926 1.89116856057 0.0951550170889
0.510579665764 0.00175023148148 1.74996151136 0.0857989220623
0.5144379711 0.00175441550926 1.749707762 0.0857864809762
0.518359244896 0.0017504224537 1.88872933073 0.0888383548071
0.52225426272 0.00173307291667 1.8935496203 0.0888686870288
0.526262281956 0.00175392939815 1.8634065725 0.0888344227715
0.530127426157 0.00175629050926 1.76626577275 0.085980472543
0.534091538229 0.00175469907407 1.66037064963 0.0832268603686
0.537970735683 0.00175612268519 1.69916133196 0.084224300275
0.541922116157 0.00175078125 1.73055900955 0.0849498007051
0.545803181782 0.00172946759259 1.66625300642 0.0836268411919
0.549819263495 0.00175182291667 1.84515318578 0.0950302238533
0.553702210498 0.00174962962963 1.75749689522 0.0859619830392
0.557629235231 0.00175413773148 1.6029618338 0.0816944996578
0.561553882326 0.00175 1.57551213171 0.0811430030384
0.565490890648 0.00175112268519 1.42989320776 0.0773197694092
0.569381623333 0.00174774884259 1.5756335372 0.0868674888478
0.573251674618 0.00173262152778 1.52164654664 0.0797559500846
0.577169612373 0.00175020833333 1.61242344371 0.0821767079493
0.581118235498 0.00175646412037 1.46475192181 0.078182673674
0.585007953113 0.00175164930556 1.71910313486 0.0852127787459
0.588932409109 0.00175679398148 1.5050581208 0.0816232367974
0.592848278472 0.00175556134259 1.60998366973 0.0821591351055
0.596785112731 0.00175443287037 1.67672551664 0.0842586275017
0.600672576968 0.00175052083333 1.45279297634 0.0778778780228
0.604627608657 0.00173614583333 1.60735335538 0.082131919757
0.608530722558 0.00174837962963 1.62165330562 0.0826471052694
0.612517254896 0.00175098958333 1.53783543333 0.0873431833483
0.616384533044 0.00175550347222 1.60030143495 0.0817715834557
0.620411868322 0.00175652777778 1.56868214216 0.0808986045027
0.624304894329 0.00175600694444 1.66117845246 0.0833721566297
0.628257441354 0.00175121527778 1.59349116159 0.0816370252395
0.632150502234 0.00175293402778 1.55689582253 0.0868974509702
0.636112270972 0.00175165509259 1.49203833963 0.0788566765618
0.639974279444 0.00174849537037 1.52625115074 0.079778425654
0.643883620023 0.00173042824074 1.66378079232 0.0832932212969
0.647822017025 0.00175378472222 1.65422748324 0.0832332176616
0.651764189664 0.00175081018519 1.49739240541 0.0850461737165
0.655650475544 0.00176027777778 1.6438368672 0.0836690935621
0.65963307515 0.00175174768519 1.58157326763 0.081239961846
0.663530127836 0.00175226851852 1.54852062167 0.0809424695468
0.667404815324 0.00173269675926 1.7300133191 0.0850255159806
0.67136558434 0.00174793981481 1.65384836042 0.0831090071465
0.675329514618 0.0017560474537 1.58488638935 0.0881854376602
0.679202469988 0.00171697916667 1.619375908 0.0827462434983
0.683236943623 0.00174753472222 1.62670236436 0.0823712761457
0.687120126435 0.00175015046296 1.54933776105 0.0804376086727
0.69112622706 0.00174938078704 1.64645516304 0.0833714979873
0.695008561157 0.0017507349537 1.65798761481 0.0903163403701
0.699015506609 0.00175603009259 1.53153023433 0.0800543677738
0.702892063889 0.00175918981481 1.5103734829 0.0793834678409
0.706857920729 0.00175160300926 1.65158600696 0.0831003105661
0.710721067488 0.00175399305556 1.54586725868 0.0802574291672
0.714629609167 0.00175244212963 1.77811345402 0.0928167667742
0.718566659549 0.00175452546296 1.62370566638 0.0825375975882
0.722510384294 0.00175592013889 1.76376329161 0.0862684825051
0.72647320787 0.00175127314815 1.65726317314 0.0831756543931
0.730290407639 0.00173174768519 1.60640927425 0.0818701974923
0.734273170116 0.00175133680556 1.57723642925 0.0811242882386
0.742113100289 0.00175380208333 1.55003719567 0.0804739215089
0.745999766956 0.00174975694444 1.61985452998 0.0826628553329
0.749995894016 0.00175347800926 1.53455693216 0.0801032198214
0.753891911944 0.001750625 1.61851459714 0.082919014678
0.7577668214 0.00173501736111 1.59691407819 0.0885808552525
0.761734537859 0.00175334490741 1.48252743421 0.0787954441238
0.76564525044 0.00173324652778 1.68043159755 0.0837082602782
0.769606067697 0.00175027777778 1.83012206632 0.0884622890459
0.773496609456 0.001753125 1.60830218522 0.0821804026967
0.777402995336 0.00174829282407 1.59286988087 0.0878177592348
0.781332976609 0.00175037615741 1.5828104162 0.0816272146035
0.785233074722 0.00175342013889 1.59694690861 0.0822469502135
0.78912317375 0.00173376736111 1.53514211845 0.0810217021694
0.793025499248 0.00175413773148 1.60668767003 0.082205292581
0.796930055405 0.0017485474537 1.57906950096 0.0814342916304
0.804790477755 0.00174905092593 1.59316844625 0.0821613892164
0.808765573044 0.00175653935185 1.7464138347 0.0856249829032
0.816969520208 0.00175012152778 1.57530002927 0.0817855024784
0.820862843889 0.00174736111111 1.55552569676 0.0861526002597
0.824755989306 0.00175154513889 1.73933309018 0.0857949742826
0.828677929433 0.00174762152778 1.6416291149 0.0834486976793
0.832580502188 0.0017512962963 1.72979758173 0.0852210101289
0.836519016956 0.00175438078704 1.5998113751 0.0819608195862
0.840448808056 0.00174810763889 1.62209603391 0.0883612013765
0.844361499757 0.00173174768519 1.53561546014 0.0802679059474
0.848284768727 0.00175009259259 1.61069511812 0.0829550190272
0.85220254787 0.00175144675926 1.55800197242 0.081327040961
0.856080887014 0.00173477430556 1.91050030538 0.0898623753161
0.860047460093 0.00173523148148 1.51162643184 0.0850356304589
0.86398316816 0.00175225115741 1.63924304817 0.0830062983548
0.867920934688 0.00174737268519 1.59261604192 0.0816994791099
0.871751932477 0.00170381944444 1.63498140479 0.0827905016541
0.87578040985 0.00175093171296 1.55567019098 0.0806577420488
0.879649348171 0.00174999421296 1.68337743411 0.0840638574768
0.884766545394 0.00174850694444 1.75787622646 0.0859805367366
0.888575371539 0.00173361689815 1.62815948641 0.0830866658663
0.892529599271 0.00174637152778 1.76049273502 0.0864191894975
0.896404007199 0.00174902199074 1.61779197432 0.0826653082682
0.900325799572 0.00172998842593 1.58771028808 0.0822085225301
0.904203514977 0.00173053240741 1.64704551889 0.0897202864245
0.908139304896 0.00173272569444 1.65692673415 0.0835808974477
0.912226367037 0.00175164351852 1.50791985845 0.0800320763073
0.920850175984 0.00173028935185 1.40049028062 0.0766314186849
0.924738068299 0.00175034143519 1.69803966855 0.090634652404
0.928619720243 0.0017348900463 1.55663470791 0.0807077499222
0.942009347569 0.00174920717593 1.5005692864 0.07964194845
0.945884071678 0.00174864583333 1.6531787407 0.0868891455547
0.949741129549 0.00175186921296 1.55239673088 0.0805964224731
0.953616931354 0.00174745949074 1.58664137286 0.0816080263403
0.957479772269 0.00175483796296 1.62023380889 0.0824677295257
0.961384527465 0.00174715856481 1.47942803412 0.078853779168
0.96530098191 0.00175485532407 1.58772545879 0.0898872536756
0.969234694063 0.00174857638889 1.61428072095 0.0823784180818
0.973159894537 0.00175273148148 1.63467040041 0.0832025326871
0.977097187292 0.00175069444444 1.55745586873 0.0809682751193
0.982275460116 0.00174846643519 1.65253496221 0.083253508658
0.986131875972 0.00175152777778 1.78441147868 0.0932726821654
0.990092594873 0.0017305150463 1.60956908338 0.0824607221248
0.993965946123 0.00173266782407 1.67300093894 0.0837548059696
0.998000445752 0.00175492476852 1.68401089286 0.0844118386882
1.0018656142 0.0017521412037 1.68206753437 0.0844205495978
1.00572404052 0.00173153356481 1.60168904749 0.0867363248216
1.00964940074 0.00175046296296 1.67802727489 0.0839013637445
1.01364040944 0.00175271412037 1.5397262253 0.080263777919
1.01751381402 0.00175717592593 1.46220346697 0.0782699571082
1.02143160076 0.00175074074074 1.58044122406 0.0813968642099
1.02531162391 0.00175446180556 1.63746354435 0.0828100908615
1.02925231385 0.00175228587963 1.73369678348 0.0921449444225
1.033048694 0.00173139467593 1.60652478928 0.0820895820067
1.03702145644 0.00175074652778 1.57176443187 0.0818227880426
1.04087632627 0.0017487962963 1.74715990548 0.0856615620326
1.04479423947 0.00173116898148 1.60057088257 0.0818923305089
1.04868451201 0.00173368634259 1.79324093679 0.0943811019361
1.05264018279 0.00175395833333 1.47864155621 0.0788118597542
1.05649578259 0.00173588541667 1.57303741234 0.081889056759
1.06043920272 0.00173045138889 1.47692883927 0.0792856942638
