time time_err neutron_rate neutron_rate_err
0.448063650856 0.00144982385417 3.04117547288 0.18174499656
0.473017138634 0.0114770794329 2.81172677979 0.0446587223777
0.496458457095 0.0114795902662 2.63081087409 0.0439262308817
0.519962306528 0.0115275914931 2.8616436309 0.044740497504
0.543510438519 0.0115546322685 2.7060460332 0.0439731449776
0.567017043646 0.0115202482755 2.77351488416 0.0444231738133
0.590511018576 0.0115333674421 2.85489946335 0.0448936840206
0.614091190347 0.0115768345718 2.762164674 0.0444932071405
0.637653594363 0.0115325901968 2.80489415603 0.0447027015761
0.661180994792 0.0115584178935 2.74313253676 0.0443190778503
0.684770606134 0.0115910802546 2.81837666096 0.0455288083655
0.708397773935 0.0115297750116 2.68581556289 0.0437601070668
0.733857186667 0.0135007997569 2.71525710367 0.0435403571377
0.759402031678 0.0115432500463 2.81832861422 0.0450198452958
0.782866915324 0.0115164613889 2.73180566755 0.044333243184
0.810451761875 0.0156562555787 2.84133994479 0.0451518556781
0.83807912647 0.0115461771644 2.65832531102 0.0436966943462
0.861629881759 0.0115347522222 2.80825171185 0.0448474352116
0.885705297824 0.0120558356944 2.75950292245 0.0440296384018
0.91215762213 0.0139464839583 2.73475071104 0.0448862950784
0.928269020417 0.0017348900463 2.72829524075 0.106848287898
0.951309676725 0.011440711794 2.66938195436 0.0435270318789
0.97532131794 0.0121753472801 2.7463426764 0.045076557531
0.999500796609 0.0115137380903 2.73655728777 0.044230167052
1.02297793807 0.0114551181713 2.70892945106 0.0440258135477
1.04636616008 0.0114873598727 2.7607772458 0.0446391223264
1.06995905307 0.0116157762731 2.69320641007 0.0441509247552
1.09584725457 0.0136750638079 2.81249546579 0.0447783748082
1.12152015539 0.0116242276736 2.78399935425 0.0454382917843
1.14821856388 0.0141656728819 2.76898267065 0.0446726337216
1.17440869481 0.0116187441319 2.66586352538 0.0437910345253
1.19812783499 0.0116261080903 2.70186912452 0.0440099869454
1.22179889172 0.0116008029514 2.67582895585 0.0437778990304
1.2489276601 0.015099760162 2.6246412991 0.0434195868523
1.27601494306 0.0115517961227 2.62731784794 0.043099751229
1.29959081378 0.0116058873032 2.55176987299 0.0429551931824
1.32326856804 0.0115800777431 2.47888144783 0.0420511960408
1.34889881616 0.0135562364699 2.65841787737 0.0431365858299
1.37457039668 0.0115700614236 2.53257992623 0.0427961882658
1.39027202537 0.00372941599537 2.66037632379 0.0774465490043
1.43474650685 0.0120504409028 2.52996070209 0.0424439868766
1.45935253917 0.0119873089468 2.61637582567 0.0429029384765
1.48619799514 0.014330000625 2.64900678574 0.0432350471221
1.51463357869 0.0137462634722 2.5551285872 0.0422522928077
1.54242091194 0.0136463802199 2.54769146557 0.0420775652317
1.57109170154 0.0145200080208 2.63338407746 0.043780420047
1.59620656821 0.0100983314468 2.55138903012 0.0461152979675
1.61644001426 0.00173049768519 2.40099164179 0.100921206224
1.89377385941 0.00173624421296 2.60917355939 0.104534331324
1.92317212808 0.0115926103241 2.68339847616 0.0437091237443
1.94675210549 0.0115307631019 2.51480679528 0.0426177229504
1.97036215858 0.0115710620023 2.63510513493 0.0435153511374
1.99402445122 0.0116078946296 2.64899860993 0.0436200615656
2.01768887493 0.0115108448148 2.73257641159 0.0438180799548
2.04121016846 0.0115443786227 2.65943272557 0.0436736154636
2.06483953514 0.0115899485648 2.69158548717 0.0442673426929
2.09247472057 0.0155306814583 2.60050084757 0.0428330829457
2.12193226664 0.0135101761111 2.66696857901 0.0437031824117
2.14749164718 0.0116027214699 2.7121496111 0.0441657263014
2.17508164079 0.0116357641667 2.74486432246 0.0446039406996
2.19878813723 0.0116484723032 2.67145184466 0.0438532588911
2.22251548557 0.0116157605671 2.78064386695 0.0446060710392
2.24619313244 0.0116431659259 2.69464138644 0.0440444369199
2.26986576891 0.0116356138426 2.73809592677 0.0444822100494
2.2934378289 0.0115704228588 2.84470245751 0.0449562226615
2.32098001081 0.0115822259375 2.75882770733 0.0443474953154
2.3445927025 0.0115726300926 2.74303729162 0.0442137912391
2.36818476788 0.0115812469792 2.69826297226 0.0434075940402
2.39182174667 0.0115547269329 2.660493422 0.0435795250812
2.41539274472 0.0115835453356 2.7271399521 0.0441645717035
2.43891378663 0.0115461132523 2.70840308834 0.0438496396955
2.46052438655 0.00961094560185 2.77242454659 0.0488499780547
2.52763427863 0.00174952546296 2.52829646476 0.103131363929
2.5516401213 0.0117224717708 2.74656364266 0.0436623032557
2.57543627241 0.0114820958681 2.66108583569 0.0430047275059
2.61673790811 0.00766780653935 2.57682174984 0.0523705316556
2.65819630711 0.015156247662 2.60727569974 0.0425256337087
2.68535187706 0.0116235905208 2.53647056047 0.0422980147693
